SPO#;CP_Bang;CP_GiayPhep;CP_VanChuyen;CP_VatTu;CP_Khac;CP_NhanCong;Total_Cost;ten_loai_bang_hieu;SPO_brand;Request Date;OutletID;Type;Requester;Outlet Name;status_SPO;Signage Class;Supplier;SS/SE;Sales Rep;item_bang_hiflex;item_bat_tha_hiflex;item_canopy;item_hop_den_hiflex;item_led_logo;item_bat_hiflex;item_tranh_dien;item_emblem;item_led;item_bang;item_standard;status_SPO;Area;Region;ASM Approve;SR Accepted Date;Budget;Complete/In progress;ASM Status;Pending At;Warchest/AP
823;1842000;250000;0;939000;0;0;3031000;bang hieu hiflex 1 mat ngoai troi;Bivina;12/01/2026;823;New Signage Request;Ngo The Kiet;UT MUI;Sales Admin Full Checked;Standard;Công ty TNHH DV Và TM Quảng Cáo An Giang;VO DINH PHU;Ngo The Kiet;1;0;0;0;0;0;0;0;0;1;1;Sales Admin Full Checked;South 24;Mekong Delta 3;;;100%_BUDGET 2026_CY 2026_1_Sales Dept;In progress;In progress;Sale team;AP
824;2698000;250000;0;1002000;0;0;3950000;hop den hiflex 2 mat ngoai troi day du;Bivina;12/01/2026;824;New Signage Request;Ngo The Kiet;HA 286;Sales Supervisor Verified;Standard;Công ty TNHH DV Và TM Quảng Cáo An Giang;VO DINH PHU;Ngo The Kiet;0;0;0;1;0;0;0;0;0;1;1;Sales Supervisor Verified;South 24;Mekong Delta 3;;;100%_BUDGET 2026_CY 2026_1_Sales Dept;In progress;In progress;nha ve;AP
825;2698000;250000;0;1002000;0;0;3950000;hop den hiflex 2 mat ngoai troi day du;Bivina;12/01/2026;825;New Signage Request;Ngo The Kiet;BICH PHUONG;Sales Admin Full Checked;Standard;Công ty TNHH DV Và TM Quảng Cáo An Giang;VO DINH PHU;Ngo The Kiet;0;0;0;1;0;0;0;0;0;1;1;Sales Admin Full Checked;South 24;Mekong Delta 3;;;100%_BUDGET 2026_CY 2026_1_Sales Dept;In progress;In progress;Sale team;AP
826;5461000;250000;0;2247000;0;0;7958000;bang hieu hiflex 1 mat ngoai troi, hop den hiflex 2 mat ngoai troi day du;Larue;12/01/2026;826;New Signage Request;Pham Anh Minh;THANH DANH;Sales Admin Full Checked;Standard;Hoa Thủy Ngân;NGUYEN KHANH MINH NHUT;Pham Anh Minh;1;0;0;1;0;0;0;0;0;2;2;Sales Admin Full Checked;South 7;Mekong Delta 3;;;100%_BUDGET 2026_CY 2026_1_Sales Dept;In progress;In progress;Sale team;AP
827;1228000;250000;0;1060800;0;0;2538800;bang hieu hiflex 1 mat ngoai troi;Bivina;12/01/2026;827;New Signage Request;Ngo The Kiet;CO LIEN QL80;Sales Admin Full Checked;Standard;Công ty TNHH DV Và TM Quảng Cáo An Giang;VO DINH PHU;Ngo The Kiet;1;0;0;0;0;0;0;0;0;1;1;Sales Admin Full Checked;South 24;Mekong Delta 3;;;100%_BUDGET 2026_CY 2026_1_Sales Dept;In progress;In progress;Sale team;AP
828;0;250000;0;2642000;0;0;2892000;;Bivina;12/01/2026;828;New Signage Request;Ngo The Kiet;ANH TUAN QL80;Sales Admin Full Checked;Standard;Công ty TNHH DV Và TM Quảng Cáo An Giang;VO DINH PHU;Ngo The Kiet;0;0;0;0;0;2;0;0;0;2;2;Sales Admin Full Checked;South 24;Mekong Delta 3;;;100%_BUDGET 2026_CY 2026_1_Sales Dept;In progress;In progress;Sale team;AP
829;0;250000;0;916000;0;0;1166000;;Bivina;12/01/2026;829;New Signage Request;Ngo The Kiet;BE THUY;Sales Admin Full Checked;Standard;Công ty TNHH DV Và TM Quảng Cáo An Giang;VO DINH PHU;Ngo The Kiet;0;0;0;0;0;1;0;0;0;1;1;Sales Admin Full Checked;South 24;Mekong Delta 3;;;100%_BUDGET 2026_CY 2026_1_Sales Dept;In progress;In progress;Sale team;AP
830;2210400;250000;0;1056600;0;0;3517000;bang hieu hiflex 1 mat ngoai troi;Bivina;12/01/2026;830;New Signage Request;Ngo The Kiet;THANH THAO;Sales Admin Full Checked;Standard;Công ty TNHH DV Và TM Quảng Cáo An Giang;VO DINH PHU;Ngo The Kiet;1;0;0;0;0;0;0;0;0;1;1;Sales Admin Full Checked;South 24;Mekong Delta 3;;;100%_BUDGET 2026_CY 2026_1_Sales Dept;In progress;In progress;Sale team;AP
831;2698000;250000;0;1002000;0;0;3950000;hop den hiflex 2 mat ngoai troi day du;Bivina;12/01/2026;831;New Signage Request;Ngo The Kiet;DUY PHUC;Sales Supervisor Verified;Standard;Công ty TNHH DV Và TM Quảng Cáo An Giang;VO DINH PHU;Ngo The Kiet;0;0;0;1;0;0;0;0;0;1;1;Sales Supervisor Verified;South 24;Mekong Delta 3;;;100%_BUDGET 2026_CY 2026_1_Sales Dept;In progress;In progress;nha ve;AP
832;5921500;250000;0;2862000;0;0;9033500;bang hieu hiflex 1 mat ngoai troi, hop den hiflex 2 mat ngoai troi day du;Larue;12/01/2026;832;New Signage Request;Pham Anh Minh;QUAN AN GIA DINH 178;Sales Admin Full Checked;Standard;Hoa Thủy Ngân;NGUYEN KHANH MINH NHUT;Pham Anh Minh;1;0;0;1;0;0;0;0;0;2;2;Sales Admin Full Checked;South 7;Mekong Delta 3;;;100%_BUDGET 2026_CY 2026_1_Sales Dept;In progress;In progress;Sale team;AP
833;2087600;250000;0;86240;0;0;2423840;bang hieu hiflex 1 mat ngoai troi;Bivina;12/01/2026;833;New Signage Request;Ngo The Kiet;KIM ANH;Sign Maker Checked Marquette;Standard;Công ty TNHH DV Và TM Quảng Cáo An Giang;VO DINH PHU;Ngo The Kiet;1;0;0;0;0;0;0;0;0;1;1;Sign Maker Checked Marquette;South 24;Mekong Delta 3;;;100%_BUDGET 2026_CY 2026_1_Sales Dept;In progress;In progress;Sale team;AP
834;921000;250000;0;528000;0;0;1699000;bang hieu hiflex 1 mat ngoai troi;Bivina;12/01/2026;834;New Signage Request;Vo Nhat Truong;NHUNG HANG;Sales Rep Submitted;Standard;Công ty TNHH DV Và TM Quảng Cáo An Giang;VO DINH PHU;Vo Nhat Truong;1;0;0;0;0;0;0;0;0;1;1;Sales Rep Submitted;South 24;Mekong Delta 3;;;100%_BUDGET 2026_CY 2026_1_Sales Dept;In progress;In progress;Sale team;AP
835;2578800;250000;0;1174200;0;0;4003000;bang hieu hiflex 1 mat ngoai troi;Bivina;12/01/2026;835;New Signage Request;Vo Nhat Truong;TH BINH THUY (THANH BINH);Sales Rep Submitted;Standard;Công ty TNHH DV Và TM Quảng Cáo An Giang;VO DINH PHU;Vo Nhat Truong;1;0;0;0;0;0;0;0;0;1;1;Sales Rep Submitted;South 24;Mekong Delta 3;;;100%_BUDGET 2026_CY 2026_1_Sales Dept;In progress;In progress;Sale team;AP
836;2698000;250000;0;0;0;0;2948000;hop den hiflex 2 mat ngoai troi day du;Larue;12/01/2026;836;New Signage Request;Duy Phan Truong;CO ROT;Sales Rep Checked Variation;Standard;Công ty TNHH TM DV Quảng Cáo Hồ Đài;TRUONG THE HIEP;Duy Phan Truong;0;0;0;1;0;0;0;0;0;1;1;Sales Rep Checked Variation;South 2;Mekong Delta 1; 14/01/2026;;100%_LME_S2-LME 2026_1_Sales Dept;In progress;ASM approve;nha ve;AP
837;2698000;250000;0;0;0;0;2948000;hop den hiflex 2 mat ngoai troi day du;Larue;12/01/2026;837;New Signage Request;Duy Phan Truong;MAI;Sales Rep Checked Variation;Standard;Công ty TNHH TM DV Quảng Cáo Hồ Đài;TRUONG THE HIEP;Duy Phan Truong;0;0;0;1;0;0;0;0;0;1;1;Sales Rep Checked Variation;South 2;Mekong Delta 1; 14/01/2026;;100%_LME_S2-LME 2026_1_Sales Dept;In progress;ASM approve;nha ve;AP
838;4196160;0;0;3250000;0;0;7446160;bang hieu hiflex 1 mat ngoai troi;Tiger;12/01/2026;838;New Signage Request;Vu Anh Dung;THAO NGUYEN XANH;Sign Maker Checked Marquette;Standard;Công ty TNHH TM và DV Gia Thành;Nguyen Quang Dung;Vu Anh Dung;1;0;0;0;0;0;0;0;0;1;1;Sign Maker Checked Marquette;Ha Noi 3;Ha Noi;;;100%_VA267157_HN3_LME 2026_1_Sales Dept;In progress;In progress;Sale team;AP
839;1228000;0;0;0;0;0;1228000;bang hieu hiflex 1 mat ngoai troi;Tiger;12/01/2026;839;New Signage Request;Trung Hieu Pham;OC NHI MAP;Sales Rep Submitted;Standard;CTY TNHH QC TM DV SX VÔ CỰC;Nguyen Minh Dien;Trung Hieu Pham;1;0;0;0;0;0;0;0;0;1;1;Sales Rep Submitted;HCM 4;HCM Zone 2;;;100%_LME 2026 - HCM 4_LME 2026 - HCM 4_1_Sales Dept;In progress;In progress;Sale team;AP
840;2664000;0;0;75000;0;0;2739000;hop den hiflex 1 mat khong gan;Tiger;12/01/2026;840;New Signage Request;TBA SubD HM4;DUC TRI;Sign Maker Checked Marquette;Standard;CTY TNHH QC TM DV SX VÔ CỰC;Vo Thanh Nam;TBA SubD HM4;0;0;0;1;0;0;0;0;0;1;1;Sign Maker Checked Marquette;HCM 4;HCM Zone 2;;;100%_LME 2026 - HCM 4_LME 2026 - HCM 4_1_Sales Dept;In progress;In progress;Sale team;AP
841;4440000;0;0;426000;0;0;4866000;hop den hiflex 1 mat khong gan;Tiger;12/01/2026;841;New Signage Request;TBA SubD HM3;DL DANH;Sign Maker Checked Marquette;Standard;CTY TNHH QC TM DV SX VÔ CỰC;TBA SubD  HM3;TBA SubD HM3;0;0;0;1;0;0;0;0;0;1;1;Sign Maker Checked Marquette;HCM 3;HCM Zone 2;;;100%_LME 2026 - HCM 3_LME 2026 - HCM 3_1_Sales Dept;In progress;In progress;Sale team;AP
842;1349000;0;0;0;0;0;1349000;hop den hiflex 2 mat ngoai troi day du;Tiger;12/01/2026;842;New Signage Request;Trung Hieu Pham;OC KIN KIN;Sales Rep Submitted;Standard;CTY TNHH QC TM DV SX VÔ CỰC;Nguyen Minh Dien;Trung Hieu Pham;0;0;0;1;0;0;0;0;0;1;1;Sales Rep Submitted;HCM 4;HCM Zone 2;;;100%_LME 2026 - HCM 4_LME 2026 - HCM 4_1_Sales Dept;In progress;In progress;Sale team;AP
843;0;250000;0;1736000;0;0;1986000;;Bivina;12/01/2026;843;New Signage Request;Bui Van Tuan;Bay;Sales Rep Accepted;Standard;Công ty TNHH Mỹ Thuật Quảng Cáo Kiến Trúc Đỗ Lê;Nguyen Quoc Dung;Bui Van Tuan;0;0;0;0;0;1;0;0;0;1;1;Sales Rep Accepted;Central 22;Central Coast North; 15/01/2026; 15/01/2026;100%_#_LME 2026_1_Sales Dept;Complete;Complete;Complete;AP
844;758000;250000;0;1317000;0;0;2325000;bang hieu hiflex 2 mat ngoai troi;Bivina;12/01/2026;844;New Signage Request;Bui Van Tuan;Co Nha;Sales Rep Checked Variation;Standard;Công ty TNHH Mỹ Thuật Quảng Cáo Kiến Trúc Đỗ Lê;Nguyen Quoc Dung;Bui Van Tuan;1;0;0;0;0;0;0;0;0;1;1;Sales Rep Checked Variation;Central 22;Central Coast North; 14/01/2026;;100%_#_LME 2026_1_Sales Dept;In progress;ASM approve;nha ve;AP
845;0;0;500000;13262674;0;910000;14672674;;;12/01/2026;845;New Signage Request;NGUYEN DUC MANH;SAN BIA BO BIEN HA LONG CIENCO 5;Sales Supervisor Verified;Premium;Công ty TNHH Quảng Cáo và Trang Trí Nội thất Bình Minh;Vu Xuan Quy;NGUYEN DUC MANH;0;0;0;0;0;0;0;0;0;0;0;Sales Supervisor Verified;North 1;North C&EW;;;100%_LME_N1_LME 2026_1_Sales Dept;In progress;In progress;nha ve;AP
846;0;0;0;176000;0;0;176000;;Larue;12/01/2026;846;New Signage Request;Song Ho Van;TH KIM QUY;Sign Maker Checked Marquette;Standard;Công ty TNHH MTV QC và trang trí nội ngoại thất Ngọc Lý;Vuong Dang Luan;Song Ho Van;0;0;1;0;0;0;0;0;0;1;1;Sign Maker Checked Marquette;Da Nang 1;Central Mid;;;100%_LME2026_LME2026_1_Sales Dept;In progress;In progress;Sale team;AP
847;307000;250000;0;98000;0;0;655000;bang hieu hiflex 1 mat ngoai troi;Larue;12/01/2026;847;New Signage Request;Song Ho Van;CHI THANH ( TH 56 );Area Sales Manager Approved...;Standard;Công ty TNHH MTV QC và trang trí nội ngoại thất Ngọc Lý;Vuong Dang Luan;Song Ho Van;1;0;0;0;0;0;0;0;0;1;1;Area Sales Manager Approved...;Da Nang 1;Central Mid; 18/01/2026;;100%_LME2026_LME2026_1_Sales Dept;In progress;ASM approve;Sale team;AP
848;0;0;0;1185054;0;0;1185054;;Larue;12/01/2026;848;New Signage Request;Song Ho Van;TH CHI PHUONG ( TH PHUONG HUNG);Area Sales Manager Approved...;Standard;Công ty TNHH MTV QC và trang trí nội ngoại thất Ngọc Lý;Vuong Dang Luan;Song Ho Van;0;0;0;0;0;1;0;0;0;1;1;Area Sales Manager Approved...;Da Nang 1;Central Mid; 18/01/2026;;100%_LME2026_LME2026_1_Sales Dept;In progress;ASM approve;Sale team;AP
849;1535000;250000;0;700000;0;0;2485000;bang hieu hiflex 1 mat ngoai troi;Larue;12/01/2026;849;New Signage Request;Ong Hoa Hung;CO MOT (TAN THINH) (DSM);Sales Rep Checked Variation;Standard;Công ty TNHH MTV Quảng Cáo Phước Tiến;Ngo Dinh Khoa;Ong Hoa Hung;1;0;0;0;0;0;0;0;0;1;1;Sales Rep Checked Variation;Quang Nam 1;Central Mid; 17/01/2026;;100%_LME2026_LME2026_1_Sales Dept;In progress;ASM approve;nha ve;AP
850;1322020;0;0;234000;0;0;1556020;hop den hiflex 2 mat ngoai troi day du;Larue;12/01/2026;850;New Signage Request;Ong Hoa Hung;ANH;Area Sales Manager Approved (MOA ASM);Standard;Công ty TNHH MTV Quảng Cáo Phước Tiến;Ngo Dinh Khoa;Ong Hoa Hung;0;0;0;1;0;0;0;0;0;1;1;Area Sales Manager Approved (MOA ASM);Quang Nam 1;Central Mid; 17/01/2026;;100%_LME2026_LME2026_1_Sales Dept;In progress;ASM approve;Sale team;AP
851;1535000;250000;0;1993000;0;0;3778000;bang hieu hiflex 1 mat ngoai troi;Larue;12/01/2026;851;New Signage Request;Ong Hoa Hung;CHI XI (TRAN THI XI) (DSM);Sales Rep Checked Variation;Standard;Công ty TNHH MTV Quảng Cáo Phước Tiến;Ngo Dinh Khoa;Ong Hoa Hung;1;0;0;0;0;0;0;0;0;1;1;Sales Rep Checked Variation;Quang Nam 1;Central Mid; 17/01/2026;;100%_LME2026_LME2026_1_Sales Dept;In progress;ASM approve;nha ve;AP
852;4908400;250000;0;464100;0;0;5622500;bang hieu hiflex 1 mat ngoai troi, hop den hiflex 2 mat ngoai troi day du;Larue;13/01/2026;852;New Signage Request;Hoai Tran Tan;CHI TUYET;Sales Rep Checked Variation;Premium;Công ty TNHH TM DV Quảng Cáo Hồ Đài;TRUONG THE HIEP;Hoai Tran Tan;1;0;0;1;0;0;0;0;0;2;2;Sales Rep Checked Variation;South 2;Mekong Delta 1; 14/01/2026;;100%_LME_S2-LME 2026_1_Sales Dept;In progress;ASM approve;nha ve;AP
853;2698000;250000;0;0;0;0;2948000;hop den hiflex 2 mat ngoai troi day du;Larue;13/01/2026;853;New Signage Request;Hoai Tran Tan;CHI LOAN THI XA;Sales Rep Checked Variation;Premium;Công ty TNHH TM DV Quảng Cáo Hồ Đài;TRUONG THE HIEP;Hoai Tran Tan;0;0;0;1;0;0;0;0;0;1;1;Sales Rep Checked Variation;South 2;Mekong Delta 1; 14/01/2026;;100%_LME_S2-LME 2026_1_Sales Dept;In progress;ASM approve;nha ve;AP
854;2698000;250000;0;0;0;0;2948000;hop den hiflex 2 mat ngoai troi day du;Larue;13/01/2026;854;New Signage Request;Phan Chi Tam;HAN (2 TRINH);Area Sales Manager Approved...;Standard;Công ty TNHH TM DV Quảng Cáo Hồ Đài;TRUONG THE HIEP;Phan Chi Tam;0;0;0;1;0;0;0;0;0;1;1;Area Sales Manager Approved...;South 2;Mekong Delta 1; 19/01/2026;;100%_LME_S2-LME 2026_1_Sales Dept;In progress;ASM approve;Sale team;AP
855;5461000;250000;0;600600;0;0;6311600;bang hieu hiflex 1 mat ngoai troi, hop den hiflex 2 mat ngoai troi day du;Larue;13/01/2026;855;New Signage Request;Phan Chi Tam;ANH LONG (SUSU BABY);Area Sales Manager Approved...;Standard;Công ty TNHH TM DV Quảng Cáo Hồ Đài;TRUONG THE HIEP;Phan Chi Tam;1;0;0;1;0;0;0;0;0;2;2;Area Sales Manager Approved...;South 2;Mekong Delta 1; 19/01/2026;;100%_LME_S2-LME 2026_1_Sales Dept;In progress;ASM approve;Sale team;AP
856;4540000;250000;0;331500;0;0;5121500;bang hieu hiflex 1 mat ngoai troi, hop den hiflex 2 mat ngoai troi day du;Larue;13/01/2026;856;New Signage Request;Phan Chi Tam;MEN;Area Sales Manager Approved...;Standard;Công ty TNHH TM DV Quảng Cáo Hồ Đài;TRUONG THE HIEP;Phan Chi Tam;1;0;0;1;0;0;0;0;0;2;2;Area Sales Manager Approved...;South 2;Mekong Delta 1; 19/01/2026;;100%_LME_S2-LME 2026_1_Sales Dept;In progress;ASM approve;Sale team;AP
857;2698000;250000;0;1002000;0;0;3950000;hop den hiflex 2 mat ngoai troi day du;Larue;13/01/2026;857;New Signage Request;Phan Chi Tam;THAI;Sign Maker Checked Marquette;Standard;Công ty TNHH TM DV Quảng Cáo Hồ Đài;TRUONG THE HIEP;Phan Chi Tam;0;0;0;1;0;0;0;0;0;1;1;Sign Maker Checked Marquette;South 2;Mekong Delta 1;;;100%_LME_S2-LME 2026_1_Sales Dept;In progress;In progress;Sale team;AP
858;4540000;250000;0;397800;0;0;5187800;bang hieu hiflex 1 mat ngoai troi, hop den hiflex 2 mat ngoai troi day du;Larue;13/01/2026;858;New Signage Request;Phan Chi Tam;VAN;Sign Maker Checked Marquette;Standard;Công ty TNHH TM DV Quảng Cáo Hồ Đài;TRUONG THE HIEP;Phan Chi Tam;1;0;0;1;0;0;0;0;0;2;2;Sign Maker Checked Marquette;South 2;Mekong Delta 1;;;100%_LME_S2-LME 2026_1_Sales Dept;In progress;In progress;Sale team;AP
859;2698000;250000;0;0;0;0;2948000;hop den hiflex 2 mat ngoai troi day du;Larue;13/01/2026;859;New Signage Request;Phan Chi Tam;TH GAI;Sign Maker Checked Marquette;Standard;Công ty TNHH TM DV Quảng Cáo Hồ Đài;TRUONG THE HIEP;Phan Chi Tam;0;0;0;1;0;0;0;0;0;1;1;Sign Maker Checked Marquette;South 2;Mekong Delta 1;;;100%_LME_S2-LME 2026_1_Sales Dept;In progress;In progress;Sale team;AP
860;2698000;250000;0;0;0;0;2948000;hop den hiflex 2 mat ngoai troi day du;Larue;13/01/2026;860;New Signage Request;Phan Chi Tam;QUANG TUAN;Sign Maker Checked Marquette;Standard;Công ty TNHH TM DV Quảng Cáo Hồ Đài;TRUONG THE HIEP;Phan Chi Tam;0;0;0;1;0;0;0;0;0;1;1;Sign Maker Checked Marquette;South 2;Mekong Delta 1;;;100%_LME_S2-LME 2026_1_Sales Dept;In progress;In progress;Sale team;AP
861;2698000;250000;0;276000;0;0;3224000;hop den hiflex 2 mat ngoai troi day du;Bivina;13/01/2026;861;New Signage Request;Tran Huu Thanh;Bia Lanh 303;Sales Rep Checked Variation;Standard;Công ty TNHH Mỹ Thuật Quảng Cáo Kiến Trúc Đỗ Lê;Ho Nguyen Van Khoi;Tran Huu Thanh;0;0;0;1;0;0;0;0;0;1;1;Sales Rep Checked Variation;Central 22;Central Coast North; 14/01/2026;;100%_#_LME 2026_1_Sales Dept;In progress;ASM approve;nha ve;AP
862;8688000;250000;0;0;0;0;8938000;hop den hiflex 1 mat ngoai troi day du;Tiger;13/01/2026;862;New Signage Request;Tran Huu Thanh;Co quan;Sales Rep Checked Variation;Standard;Công ty TNHH Mỹ Thuật Quảng Cáo Kiến Trúc Đỗ Lê;Ho Nguyen Van Khoi;Tran Huu Thanh;0;0;0;1;0;0;0;0;0;1;1;Sales Rep Checked Variation;Central 22;Central Coast North; 14/01/2026;;100%_#_LME 2026_1_Sales Dept;In progress;ASM approve;nha ve;AP
863;2698000;250000;0;0;0;0;2948000;hop den hiflex 2 mat ngoai troi day du;Tiger;13/01/2026;863;New Signage Request;Tran Huu Thanh;Gia Dinh & Nhung Nguoi Ban;Sales Rep Checked Variation;Standard;Công ty TNHH Mỹ Thuật Quảng Cáo Kiến Trúc Đỗ Lê;Ho Nguyen Van Khoi;Tran Huu Thanh;0;0;0;1;0;0;0;0;0;1;1;Sales Rep Checked Variation;Central 22;Central Coast North; 14/01/2026;;100%_#_LME 2026_1_Sales Dept;In progress;ASM approve;nha ve;AP
864;1135286;250000;0;362404;0;0;1747690;bang hieu hiflex 1 mat ngoai troi;Larue;13/01/2026;864;New Signage Request;Nguyen Thanh Long;TH PHUOC (DSM);Sales Supervisor Verified;Standard;Công ty TNHH MTV QC và trang trí nội ngoại thất Ngọc Lý;Phi Ngoc Huy;Nguyen Thanh Long;1;0;0;0;0;0;0;0;0;1;1;Sales Supervisor Verified;Da Nang 1;Central Mid;;;100%_LME2026_LME2026_1_Sales Dept;In progress;In progress;nha ve;AP
865;568500;0;0;276000;0;0;844500;bang hieu hiflex 2 mat ngoai troi;Larue;13/01/2026;865;New Signage Request;Hiep Pham Phu;TH VINH;Sales Supervisor Verified;Standard;Công ty TNHH MTV QC và trang trí nội ngoại thất Ngọc Lý;Phi Ngoc Huy;Hiep Pham Phu;1;0;0;0;0;0;0;0;0;1;1;Sales Supervisor Verified;Da Nang 1;Central Mid;;;100%_LME2026_LME2026_1_Sales Dept;In progress;In progress;nha ve;AP
866;568500;0;0;276000;0;0;844500;bang hieu hiflex 2 mat ngoai troi;Larue;13/01/2026;866;New Signage Request;Hiep Pham Phu;TH LINH;Sales Supervisor Verified;Standard;Công ty TNHH MTV QC và trang trí nội ngoại thất Ngọc Lý;Phi Ngoc Huy;Hiep Pham Phu;1;0;0;0;0;0;0;0;0;1;1;Sales Supervisor Verified;Da Nang 1;Central Mid;;;100%_LME2026_LME2026_1_Sales Dept;In progress;In progress;nha ve;AP
867;1535000;250000;0;1582000;0;0;3367000;bang hieu hiflex 1 mat ngoai troi;Larue;13/01/2026;867;New Signage Request;Hiep Pham Phu;CO HU (DSM);Sales Supervisor Verified;Standard;Công ty TNHH MTV QC và trang trí nội ngoại thất Ngọc Lý;Phi Ngoc Huy;Hiep Pham Phu;1;0;1;0;0;0;0;0;0;2;2;Sales Supervisor Verified;Da Nang 1;Central Mid;;;100%_LME2026_LME2026_1_Sales Dept;In progress;In progress;nha ve;AP
868;0;0;0;341000;0;0;341000;;Bivina;13/01/2026;868;New Signage Request;Vinh Nguyen Quang;QUAN NHAU VIA HE QUAN;Sales Supervisor Verified;Standard;Công ty TNHH Quảng Cáo Hoàng Vinh;Dang Van Dao;Vinh Nguyen Quang;0;0;0;0;0;0;0;0;0;0;0;Sales Supervisor Verified;Central 3;Central Coast South;;;100%_LME_LME2026_1_Sales Dept;In progress;In progress;nha ve;AP
869;2023500;0;0;276000;0;0;2299500;hop den hiflex 2 mat ngoai troi day du;Larue;13/01/2026;869;New Signage Request;Hiep Pham Phu;TH DUNG (DSM);Sales Supervisor Verified;Standard;Công ty TNHH MTV QC và trang trí nội ngoại thất Ngọc Lý;Phi Ngoc Huy;Hiep Pham Phu;0;0;0;1;0;0;0;0;0;1;1;Sales Supervisor Verified;Da Nang 1;Central Mid;;;100%_LME2026_LME2026_1_Sales Dept;In progress;In progress;nha ve;AP
870;4344000;250000;0;312000;0;0;4906000;hop den hiflex 1 mat ngoai troi day du;Larue;13/01/2026;870;New Signage Request;Hiep Pham Phu;TH CO RI (DSM);Sales Supervisor Verified;Standard;Công ty TNHH MTV QC và trang trí nội ngoại thất Ngọc Lý;Phi Ngoc Huy;Hiep Pham Phu;0;0;0;1;0;0;0;0;0;1;1;Sales Supervisor Verified;Da Nang 1;Central Mid;;;100%_LME2026_LME2026_1_Sales Dept;In progress;In progress;nha ve;AP
871;6500000;250000;0;0;0;0;6750000;led logo_trong nha__phien ban 2025_ size 0.8:0.71m _tiger;Tiger;13/01/2026;871;New Signage Request;Tran Van Tinh;ZONE BEER;Sales Rep Checked Variation;Premium;Công ty TNHH MTV Quảng Cáo Phước Tiến;Nguyen Cong Tam;Tran Van Tinh;0;0;0;0;1;0;0;0;1;1;0;Sales Rep Checked Variation;Quang Nam 1;Central Mid; 17/01/2026;;100%_LME2026_LME2026_1_Sales Dept;In progress;ASM approve;nha ve;AP
872;2698000;0;0;751500;0;0;3449500;hop den hiflex 2 mat ngoai troi day du;Larue;13/01/2026;872;New Signage Request;Tran Van Tinh;QUAN SAU GIANG;Area Sales Manager Approved (MOA ASM);Standard;Công ty TNHH MTV Quảng Cáo Phước Tiến;Nguyen Cong Tam;Tran Van Tinh;0;0;0;1;0;0;0;0;0;1;1;Area Sales Manager Approved (MOA ASM);Quang Nam 1;Central Mid; 17/01/2026;;100%_LME2026_LME2026_1_Sales Dept;In progress;ASM approve;Sale team;AP
873;2698000;250000;0;0;0;0;2948000;hop den hiflex 2 mat ngoai troi day du;Larue;13/01/2026;873;New Signage Request;NGUYEN VU LAM;THANH BI;Sales Rep Submitted;Standard;Công ty TNHH TM DV Quảng Cáo Hồ Đài;DUONG QUOC TIEN;NGUYEN VU LAM;0;0;0;1;0;0;0;0;0;1;1;Sales Rep Submitted;South 2;Mekong Delta 1;;;100%_LME_S2-LME 2026_1_Sales Dept;In progress;In progress;Sale team;AP
874;0;250000;0;2672000;0;0;2922000;;Larue;13/01/2026;874;New Signage Request;Tran Van Tinh;OC DAO QUAN;Sales Rep Checked Variation;Standard;Công ty TNHH MTV Quảng Cáo Phước Tiến;Nguyen Cong Tam;Tran Van Tinh;0;0;0;0;0;1;0;0;0;1;1;Sales Rep Checked Variation;Quang Nam 1;Central Mid; 17/01/2026;;100%_LME2026_LME2026_1_Sales Dept;In progress;ASM approve;nha ve;AP
875;0;250000;0;6930000;0;0;7180000;;Tiger;13/01/2026;875;New Signage Request;Tran Huu Tam;TRAN CHAU;Sales Rep Checked Variation;Standard;Công ty TNHH MTV Quảng Cáo Phước Tiến;Vo Dang Khanh;Tran Huu Tam;0;0;0;0;0;1;0;0;0;1;1;Sales Rep Checked Variation;Quang Nam 1;Central Mid; 17/01/2026;;100%_LME2026_LME2026_1_Sales Dept;In progress;ASM approve;nha ve;AP
876;4344000;250000;600000;1425500;0;0;6619500;hop den hiflex 1 mat ngoai troi day du;Larue;13/01/2026;876;New Signage Request;Tran Van Tinh;QUAN MINH;Sales Rep Checked Variation;Standard;Công ty TNHH MTV Quảng Cáo Phước Tiến;Nguyen Cong Tam;Tran Van Tinh;0;0;0;1;0;2;0;0;0;3;3;Sales Rep Checked Variation;Quang Nam 1;Central Mid; 17/01/2026;;100%_LME2026_LME2026_1_Sales Dept;In progress;ASM approve;nha ve;AP
877;8128000;250000;0;2685000;0;0;11063000;hop den hiflex 1 mat ngoai troi day du, hop den hiflex 2 mat ngoai troi day du;Tiger;13/01/2026;877;New Signage Request;Bui Le Nguyen;Bien Que;Sales Admin Full Checked;Standard;CTY TNHH QUANG CAO VA NOI THAT TAN TUNG;Phan Thanh Thai;Bui Le Nguyen;0;0;0;2;0;0;0;0;0;2;2;Sales Admin Full Checked;Central 2;Central Coast North;;;100%_#_LME 2026_1_Sales Dept;In progress;In progress;Sale team;AP
